mlp
2024-08-18 16:15:28.236549: Remain 348 Samples, max category conditions [33], timestep  999
2024-08-18 16:17:00.978603: Remain 12 Samples, max category conditions [33], timestep  966
2024-08-18 16:17:01.065179: Remain 12 Samples, max category conditions [33], timestep  965
2024-08-18 16:17:01.151630: Remain 12 Samples, max category conditions [33], timestep  964
2024-08-18 16:17:01.237209: Remain 12 Samples, max category conditions [33], timestep  963
2024-08-18 16:17:01.323221: Remain 12 Samples, max category conditions [33], timestep  962
2024-08-18 16:17:01.408170: Remain 12 Samples, max category conditions [33], timestep  961
2024-08-18 16:17:01.494711: Remain 12 Samples, max category conditions [33], timestep  960
2024-08-18 16:17:01.580255: Remain 12 Samples, max category conditions [33], timestep  959
2024-08-18 16:17:01.665601: Remain 12 Samples, max category conditions [33], timestep  958
2024-08-18 16:17:01.751110: Remain 12 Samples, max category conditions [33], timestep  957
2024-08-18 16:17:01.837591: Remain 12 Samples, max category conditions [33], timestep  956
2024-08-18 16:17:01.922599: Remain 12 Samples, max category conditions [33], timestep  955
2024-08-18 16:17:02.009135: Remain 12 Samples, max category conditions [33], timestep  954
2024-08-18 16:17:02.094677: Remain 12 Samples, max category conditions [33], timestep  953
2024-08-18 16:17:02.180272: Remain 12 Samples, max category conditions [33], timestep  952
2024-08-18 16:17:02.265772: Remain 12 Samples, max category conditions [33], timestep  951
2024-08-18 16:17:02.351247: Remain 12 Samples, max category conditions [33], timestep  950
2024-08-18 16:17:02.436683: Remain 12 Samples, max category conditions [33], timestep  949
2024-08-18 16:17:02.522688: Remain 12 Samples, max category conditions [33], timestep  948
2024-08-18 16:17:02.609194: Remain 12 Samples, max category conditions [33], timestep  947
2024-08-18 16:17:02.695632: Remain 12 Samples, max category conditions [33], timestep  946
2024-08-18 16:17:02.781209: Remain 12 Samples, max category conditions [33], timestep  945
2024-08-18 16:17:02.866619: Remain 12 Samples, max category conditions [33], timestep  944
2024-08-18 16:17:02.953161: Remain 12 Samples, max category conditions [33], timestep  943
2024-08-18 16:17:03.038602: Remain 12 Samples, max category conditions [33], timestep  942
2024-08-18 16:17:03.123604: Remain 12 Samples, max category conditions [33], timestep  941
2024-08-18 16:17:03.210144: Remain 12 Samples, max category conditions [33], timestep  940
2024-08-18 16:17:03.295616: Remain 12 Samples, max category conditions [33], timestep  939
2024-08-18 16:17:03.381125: Remain 12 Samples, max category conditions [33], timestep  938
2024-08-18 16:17:03.466634: Remain 12 Samples, max category conditions [33], timestep  937
2024-08-18 16:17:03.552244: Remain 12 Samples, max category conditions [33], timestep  936
2024-08-18 16:17:03.637582: Remain 12 Samples, max category conditions [33], timestep  935
2024-08-18 16:17:03.722618: Remain 12 Samples, max category conditions [33], timestep  934
2024-08-18 16:17:03.808191: Remain 12 Samples, max category conditions [33], timestep  933
2024-08-18 16:17:03.895611: Remain 12 Samples, max category conditions [33], timestep  932
2024-08-18 16:17:03.982188: Remain 12 Samples, max category conditions [33], timestep  931
2024-08-18 16:17:04.068673: Remain 12 Samples, max category conditions [33], timestep  930
2024-08-18 16:17:04.154331: Remain 12 Samples, max category conditions [33], timestep  929
2024-08-18 16:17:04.239604: Remain 12 Samples, max category conditions [33], timestep  928
2024-08-18 16:17:04.324577: Remain 12 Samples, max category conditions [33], timestep  927
2024-08-18 16:17:04.410084: Remain 12 Samples, max category conditions [33], timestep  926
2024-08-18 16:17:04.496634: Remain 12 Samples, max category conditions [33], timestep  925
2024-08-18 16:17:04.583211: Remain 12 Samples, max category conditions [33], timestep  924
2024-08-18 16:17:04.668724: Remain 12 Samples, max category conditions [33], timestep  923
2024-08-18 16:17:04.754915: Remain 12 Samples, max category conditions [33], timestep  922
2024-08-18 16:17:04.841430: Remain 12 Samples, max category conditions [33], timestep  921
2024-08-18 16:17:04.925940: Remain 12 Samples, max category conditions [33], timestep  920
2024-08-18 16:17:05.011948: Remain 12 Samples, max category conditions [33], timestep  919
2024-08-18 16:17:05.098488: Remain 12 Samples, max category conditions [33], timestep  918
2024-08-18 16:17:05.185004: Remain 12 Samples, max category conditions [33], timestep  917
2024-08-18 16:17:05.273514: Remain 12 Samples, max category conditions [33], timestep  916
2024-08-18 16:17:05.359066: Remain 12 Samples, max category conditions [33], timestep  915
2024-08-18 16:17:05.444576: Remain 12 Samples, max category conditions [33], timestep  914
2024-08-18 16:17:05.530117: Remain 12 Samples, max category conditions [33], timestep  913
2024-08-18 16:17:05.615089: Remain 12 Samples, max category conditions [33], timestep  912
2024-08-18 16:17:05.700634: Remain 12 Samples, max category conditions [33], timestep  911
2024-08-18 16:17:05.787354: Remain 12 Samples, max category conditions [33], timestep  910
2024-08-18 16:17:05.873867: Remain 12 Samples, max category conditions [33], timestep  909
2024-08-18 16:17:05.959375: Remain 12 Samples, max category conditions [33], timestep  908
2024-08-18 16:17:06.044895: Remain 12 Samples, max category conditions [33], timestep  907
2024-08-18 16:17:06.131405: Remain 12 Samples, max category conditions [33], timestep  906
2024-08-18 16:17:06.217480: Remain 12 Samples, max category conditions [33], timestep  905
2024-08-18 16:17:06.302990: Remain 12 Samples, max category conditions [33], timestep  904
2024-08-18 16:17:06.389496: Remain 12 Samples, max category conditions [33], timestep  903
2024-08-18 16:17:06.475719: Remain 12 Samples, max category conditions [33], timestep  902
2024-08-18 16:17:06.564265: Remain 12 Samples, max category conditions [33], timestep  901
2024-08-18 16:17:06.648814: Remain 12 Samples, max category conditions [33], timestep  900
2024-08-18 16:17:06.735359: Remain 12 Samples, max category conditions [33], timestep  899
2024-08-18 16:17:06.820401: Remain 12 Samples, max category conditions [33], timestep  898
2024-08-18 16:17:06.905940: Remain 12 Samples, max category conditions [33], timestep  897
2024-08-18 16:17:06.991515: Remain 12 Samples, max category conditions [33], timestep  896
2024-08-18 16:17:07.078031: Remain 12 Samples, max category conditions [33], timestep  895
2024-08-18 16:17:07.163571: Remain 12 Samples, max category conditions [33], timestep  894
2024-08-18 16:17:07.249117: Remain 12 Samples, max category conditions [33], timestep  893
2024-08-18 16:17:07.334169: Remain 12 Samples, max category conditions [33], timestep  892
2024-08-18 16:17:07.421205: Remain 12 Samples, max category conditions [33], timestep  891
2024-08-18 16:17:07.506668: Remain 12 Samples, max category conditions [33], timestep  890
2024-08-18 16:17:07.592214: Remain 12 Samples, max category conditions [33], timestep  889
2024-08-18 16:17:07.678826: Remain 12 Samples, max category conditions [33], timestep  888
2024-08-18 16:17:07.764369: Remain 12 Samples, max category conditions [33], timestep  887
2024-08-18 16:17:07.849811: Remain 12 Samples, max category conditions [33], timestep  886
2024-08-18 16:17:07.935395: Remain 12 Samples, max category conditions [33], timestep  885
2024-08-18 16:17:08.020426: Remain 12 Samples, max category conditions [33], timestep  884
2024-08-18 16:17:08.106002: Remain 12 Samples, max category conditions [33], timestep  883
2024-08-18 16:17:08.193486: Remain 12 Samples, max category conditions [33], timestep  882
2024-08-18 16:17:08.279073: Remain 12 Samples, max category conditions [33], timestep  881
2024-08-18 16:17:08.364607: Remain 12 Samples, max category conditions [33], timestep  880
2024-08-18 16:17:08.449903: Remain 12 Samples, max category conditions [33], timestep  879
2024-08-18 16:17:08.536456: Remain 12 Samples, max category conditions [33], timestep  878
2024-08-18 16:17:08.622487: Remain 12 Samples, max category conditions [33], timestep  877
2024-08-18 16:17:08.707995: Remain 12 Samples, max category conditions [33], timestep  876
2024-08-18 16:17:08.793534: Remain 12 Samples, max category conditions [33], timestep  875
2024-08-18 16:17:08.879138: Remain 12 Samples, max category conditions [33], timestep  874
2024-08-18 16:17:08.964746: Remain 12 Samples, max category conditions [33], timestep  873
2024-08-18 16:17:09.050293: Remain 12 Samples, max category conditions [33], timestep  872
2024-08-18 16:17:09.134800: Remain 12 Samples, max category conditions [33], timestep  871
2024-08-18 16:17:09.220741: Remain 12 Samples, max category conditions [33], timestep  870
2024-08-18 16:17:09.306314: Remain 12 Samples, max category conditions [33], timestep  869
2024-08-18 16:17:09.391838: Remain 12 Samples, max category conditions [33], timestep  868
2024-08-18 16:17:09.477416: Remain 12 Samples, max category conditions [33], timestep  867
2024-08-18 16:17:09.564930: Remain 12 Samples, max category conditions [33], timestep  866
2024-08-18 16:17:09.652517: Remain 12 Samples, max category conditions [33], timestep  865
2024-08-18 16:17:09.738074: Remain 12 Samples, max category conditions [33], timestep  864
2024-08-18 16:17:09.824076: Remain 12 Samples, max category conditions [33], timestep  863
2024-08-18 16:17:09.909236: Remain 12 Samples, max category conditions [33], timestep  862
2024-08-18 16:17:09.995878: Remain 12 Samples, max category conditions [33], timestep  861
2024-08-18 16:17:10.080456: Remain 12 Samples, max category conditions [33], timestep  860
2024-08-18 16:17:10.166068: Remain 12 Samples, max category conditions [33], timestep  859
2024-08-18 16:17:10.251612: Remain 12 Samples, max category conditions [33], timestep  858
2024-08-18 16:17:10.337239: Remain 12 Samples, max category conditions [33], timestep  857
2024-08-18 16:17:10.423243: Remain 12 Samples, max category conditions [33], timestep  856
2024-08-18 16:17:10.508796: Remain 12 Samples, max category conditions [33], timestep  855
2024-08-18 16:17:10.594333: Remain 12 Samples, max category conditions [33], timestep  854
2024-08-18 16:17:10.680878: Remain 12 Samples, max category conditions [33], timestep  853
2024-08-18 16:17:10.766495: Remain 12 Samples, max category conditions [33], timestep  852
2024-08-18 16:17:10.852010: Remain 12 Samples, max category conditions [33], timestep  851
2024-08-18 16:17:10.937585: Remain 12 Samples, max category conditions [33], timestep  850
2024-08-18 16:17:11.022654: Remain 12 Samples, max category conditions [33], timestep  849
2024-08-18 16:17:11.111135: Remain 12 Samples, max category conditions [33], timestep  848
2024-08-18 16:17:11.196741: Remain 12 Samples, max category conditions [33], timestep  847
2024-08-18 16:17:11.282323: Remain 12 Samples, max category conditions [33], timestep  846
2024-08-18 16:17:11.367910: Remain 12 Samples, max category conditions [33], timestep  845
2024-08-18 16:17:11.454031: Remain 12 Samples, max category conditions [33], timestep  844
2024-08-18 16:17:11.539674: Remain 12 Samples, max category conditions [33], timestep  843
2024-08-18 16:17:11.624676: Remain 12 Samples, max category conditions [33], timestep  842
2024-08-18 16:17:11.711186: Remain 12 Samples, max category conditions [33], timestep  841
2024-08-18 16:17:11.798804: Remain 12 Samples, max category conditions [33], timestep  840
2024-08-18 16:17:11.884447: Remain 12 Samples, max category conditions [33], timestep  839
2024-08-18 16:17:11.970058: Remain 12 Samples, max category conditions [33], timestep  838
2024-08-18 16:17:12.055667: Remain 12 Samples, max category conditions [33], timestep  837
2024-08-18 16:17:12.141281: Remain 12 Samples, max category conditions [33], timestep  836
2024-08-18 16:17:12.227280: Remain 12 Samples, max category conditions [33], timestep  835
2024-08-18 16:17:12.312820: Remain 12 Samples, max category conditions [33], timestep  834
2024-08-18 16:17:12.397430: Remain 12 Samples, max category conditions [33], timestep  833
2024-08-18 16:17:12.485012: Remain 12 Samples, max category conditions [33], timestep  832
2024-08-18 16:17:12.570549: Remain 12 Samples, max category conditions [33], timestep  831
2024-08-18 16:17:12.656460: Remain 12 Samples, max category conditions [33], timestep  830
2024-08-18 16:17:12.742038: Remain 12 Samples, max category conditions [33], timestep  829
2024-08-18 16:17:12.828041: Remain 12 Samples, max category conditions [33], timestep  828
2024-08-18 16:17:12.914579: Remain 12 Samples, max category conditions [33], timestep  827
2024-08-18 16:17:13.000168: Remain 12 Samples, max category conditions [33], timestep  826
2024-08-18 16:17:13.084708: Remain 12 Samples, max category conditions [33], timestep  825
2024-08-18 16:17:13.170186: Remain 12 Samples, max category conditions [33], timestep  824
2024-08-18 16:17:13.255759: Remain 12 Samples, max category conditions [33], timestep  823
