mlp
2024-08-18 16:30:31.965618: Remain 1850 Samples, max category conditions [35], timestep  999
2024-08-18 16:33:07.542082: Remain 147 Samples, max category conditions [35], timestep  522
2024-08-18 16:33:07.631657: Remain 147 Samples, max category conditions [35], timestep  521
2024-08-18 16:33:07.716724: Remain 147 Samples, max category conditions [35], timestep  520
2024-08-18 16:33:07.800861: Remain 147 Samples, max category conditions [35], timestep  519
2024-08-18 16:33:07.885464: Remain 147 Samples, max category conditions [35], timestep  518
2024-08-18 16:33:07.970046: Remain 147 Samples, max category conditions [35], timestep  517
2024-08-18 16:33:08.053656: Remain 147 Samples, max category conditions [35], timestep  516
2024-08-18 16:33:08.138815: Remain 147 Samples, max category conditions [35], timestep  515
2024-08-18 16:33:09.350804: Remain 147 Samples, max category conditions [35], timestep  514
2024-08-18 16:33:09.447361: Remain 147 Samples, max category conditions [35], timestep  513
2024-08-18 16:33:09.541968: Remain 147 Samples, max category conditions [35], timestep  512
2024-08-18 16:33:09.657529: Remain 147 Samples, max category conditions [35], timestep  511
2024-08-18 16:33:09.808078: Remain 147 Samples, max category conditions [35], timestep  510
2024-08-18 16:33:09.915652: Remain 147 Samples, max category conditions [35], timestep  509
2024-08-18 16:33:10.016229: Remain 147 Samples, max category conditions [35], timestep  508
2024-08-18 16:33:10.119369: Remain 147 Samples, max category conditions [35], timestep  507
2024-08-18 16:33:10.227022: Remain 147 Samples, max category conditions [35], timestep  506
2024-08-18 16:33:10.327631: Remain 147 Samples, max category conditions [35], timestep  505
2024-08-18 16:33:10.424238: Remain 147 Samples, max category conditions [35], timestep  504
2024-08-18 16:33:10.528846: Remain 147 Samples, max category conditions [35], timestep  503
2024-08-18 16:33:10.625450: Remain 147 Samples, max category conditions [35], timestep  502
2024-08-18 16:33:10.732029: Remain 147 Samples, max category conditions [35], timestep  501
2024-08-18 16:33:10.838633: Remain 147 Samples, max category conditions [35], timestep  500
2024-08-18 16:33:10.940276: Remain 147 Samples, max category conditions [35], timestep  499
2024-08-18 16:33:11.044786: Remain 147 Samples, max category conditions [35], timestep  498
2024-08-18 16:33:11.159294: Remain 147 Samples, max category conditions [35], timestep  497
2024-08-18 16:33:11.265954: Remain 147 Samples, max category conditions [35], timestep  496
2024-08-18 16:33:11.372545: Remain 147 Samples, max category conditions [35], timestep  495
2024-08-18 16:33:11.466152: Remain 147 Samples, max category conditions [35], timestep  494
2024-08-18 16:33:11.572726: Remain 147 Samples, max category conditions [35], timestep  493
2024-08-18 16:33:11.673364: Remain 147 Samples, max category conditions [35], timestep  492
2024-08-18 16:33:11.792763: Remain 147 Samples, max category conditions [35], timestep  491
2024-08-18 16:33:11.894336: Remain 147 Samples, max category conditions [35], timestep  490
2024-08-18 16:33:11.991944: Remain 147 Samples, max category conditions [35], timestep  489
2024-08-18 16:33:12.095551: Remain 147 Samples, max category conditions [35], timestep  488
2024-08-18 16:33:12.191163: Remain 147 Samples, max category conditions [35], timestep  487
2024-08-18 16:33:12.293777: Remain 147 Samples, max category conditions [35], timestep  486
2024-08-18 16:33:12.396288: Remain 147 Samples, max category conditions [35], timestep  485
2024-08-18 16:33:12.491869: Remain 147 Samples, max category conditions [35], timestep  484
2024-08-18 16:33:12.595015: Remain 147 Samples, max category conditions [35], timestep  483
2024-08-18 16:33:12.689591: Remain 147 Samples, max category conditions [35], timestep  482
2024-08-18 16:33:12.796130: Remain 147 Samples, max category conditions [35], timestep  481
2024-08-18 16:33:12.896675: Remain 147 Samples, max category conditions [35], timestep  480
2024-08-18 16:33:13.007345: Remain 147 Samples, max category conditions [35], timestep  479
2024-08-18 16:33:13.107953: Remain 147 Samples, max category conditions [35], timestep  478
2024-08-18 16:33:13.211559: Remain 147 Samples, max category conditions [35], timestep  477
2024-08-18 16:33:13.308017: Remain 147 Samples, max category conditions [35], timestep  476
2024-08-18 16:33:13.411597: Remain 147 Samples, max category conditions [35], timestep  475
2024-08-18 16:33:13.509171: Remain 147 Samples, max category conditions [35], timestep  474
2024-08-18 16:33:13.621717: Remain 147 Samples, max category conditions [35], timestep  473
2024-08-18 16:33:13.721879: Remain 147 Samples, max category conditions [35], timestep  472
2024-08-18 16:33:13.828463: Remain 147 Samples, max category conditions [35], timestep  471
2024-08-18 16:33:13.927004: Remain 147 Samples, max category conditions [35], timestep  470
2024-08-18 16:33:14.053552: Remain 147 Samples, max category conditions [35], timestep  469
2024-08-18 16:33:14.373315: Remain 147 Samples, max category conditions [35], timestep  468
2024-08-18 16:33:14.477817: Remain 147 Samples, max category conditions [35], timestep  467
2024-08-18 16:33:14.573388: Remain 147 Samples, max category conditions [35], timestep  466
2024-08-18 16:33:14.677932: Remain 147 Samples, max category conditions [35], timestep  465
2024-08-18 16:33:14.770523: Remain 147 Samples, max category conditions [35], timestep  464
2024-08-18 16:33:14.879656: Remain 147 Samples, max category conditions [35], timestep  463
2024-08-18 16:33:14.983232: Remain 147 Samples, max category conditions [35], timestep  462
2024-08-18 16:33:15.091776: Remain 147 Samples, max category conditions [35], timestep  461
2024-08-18 16:33:15.206894: Remain 147 Samples, max category conditions [35], timestep  460
2024-08-18 16:33:15.308541: Remain 147 Samples, max category conditions [35], timestep  459
2024-08-18 16:33:15.413114: Remain 147 Samples, max category conditions [35], timestep  458
2024-08-18 16:33:15.507597: Remain 147 Samples, max category conditions [35], timestep  457
2024-08-18 16:33:15.601108: Remain 147 Samples, max category conditions [35], timestep  456
2024-08-18 16:33:15.733100: Remain 147 Samples, max category conditions [35], timestep  455
2024-08-18 16:33:15.838709: Remain 147 Samples, max category conditions [35], timestep  454
2024-08-18 16:33:15.949222: Remain 147 Samples, max category conditions [35], timestep  453
2024-08-18 16:33:16.061830: Remain 147 Samples, max category conditions [35], timestep  452
2024-08-18 16:33:16.187440: Remain 147 Samples, max category conditions [35], timestep  451
2024-08-18 16:33:16.293080: Remain 147 Samples, max category conditions [35], timestep  450
2024-08-18 16:33:16.395649: Remain 147 Samples, max category conditions [35], timestep  449
2024-08-18 16:33:16.497320: Remain 147 Samples, max category conditions [35], timestep  448
2024-08-18 16:33:16.594882: Remain 147 Samples, max category conditions [35], timestep  447
2024-08-18 16:33:16.732923: Remain 147 Samples, max category conditions [35], timestep  446
2024-08-18 16:33:16.836530: Remain 147 Samples, max category conditions [35], timestep  445
2024-08-18 16:33:16.940149: Remain 147 Samples, max category conditions [35], timestep  444
2024-08-18 16:33:17.036748: Remain 147 Samples, max category conditions [35], timestep  443
2024-08-18 16:33:17.131335: Remain 147 Samples, max category conditions [35], timestep  442
2024-08-18 16:33:17.232539: Remain 147 Samples, max category conditions [35], timestep  441
2024-08-18 16:33:17.339154: Remain 147 Samples, max category conditions [35], timestep  440
2024-08-18 16:33:17.457689: Remain 147 Samples, max category conditions [35], timestep  439
2024-08-18 16:33:17.562303: Remain 147 Samples, max category conditions [35], timestep  438
2024-08-18 16:33:17.657861: Remain 147 Samples, max category conditions [35], timestep  437
2024-08-18 16:33:17.814535: Remain 147 Samples, max category conditions [35], timestep  436
2024-08-18 16:33:17.912139: Remain 147 Samples, max category conditions [35], timestep  435
2024-08-18 16:33:18.011763: Remain 147 Samples, max category conditions [35], timestep  434
2024-08-18 16:33:18.110323: Remain 147 Samples, max category conditions [35], timestep  433
2024-08-18 16:33:18.207616: Remain 147 Samples, max category conditions [35], timestep  432
2024-08-18 16:33:18.310373: Remain 147 Samples, max category conditions [35], timestep  431
2024-08-18 16:33:18.414988: Remain 147 Samples, max category conditions [35], timestep  430
2024-08-18 16:33:18.517598: Remain 147 Samples, max category conditions [35], timestep  429
2024-08-18 16:33:18.608170: Remain 147 Samples, max category conditions [35], timestep  428
2024-08-18 16:33:18.710783: Remain 147 Samples, max category conditions [35], timestep  427
2024-08-18 16:33:18.812361: Remain 147 Samples, max category conditions [35], timestep  426
2024-08-18 16:33:18.928506: Remain 147 Samples, max category conditions [35], timestep  425
2024-08-18 16:33:19.025540: Remain 147 Samples, max category conditions [35], timestep  424
2024-08-18 16:33:19.127730: Remain 147 Samples, max category conditions [35], timestep  423
2024-08-18 16:33:19.225757: Remain 147 Samples, max category conditions [35], timestep  422
2024-08-18 16:33:19.328935: Remain 147 Samples, max category conditions [35], timestep  421
2024-08-18 16:33:19.424970: Remain 147 Samples, max category conditions [35], timestep  420
2024-08-18 16:33:19.533157: Remain 147 Samples, max category conditions [35], timestep  419
2024-08-18 16:33:19.639776: Remain 147 Samples, max category conditions [35], timestep  418
2024-08-18 16:33:19.779380: Remain 147 Samples, max category conditions [35], timestep  417
2024-08-18 16:33:19.873990: Remain 147 Samples, max category conditions [35], timestep  416
2024-08-18 16:33:19.977535: Remain 147 Samples, max category conditions [35], timestep  415
2024-08-18 16:33:20.095075: Remain 147 Samples, max category conditions [35], timestep  414
2024-08-18 16:33:20.194657: Remain 147 Samples, max category conditions [35], timestep  413
2024-08-18 16:33:20.290269: Remain 147 Samples, max category conditions [35], timestep  412
2024-08-18 16:33:20.394839: Remain 147 Samples, max category conditions [35], timestep  411
2024-08-18 16:33:20.491478: Remain 147 Samples, max category conditions [35], timestep  410
2024-08-18 16:33:20.592087: Remain 147 Samples, max category conditions [35], timestep  409
2024-08-18 16:33:20.748643: Remain 147 Samples, max category conditions [35], timestep  408
2024-08-18 16:33:20.850260: Remain 147 Samples, max category conditions [35], timestep  407
2024-08-18 16:33:20.960865: Remain 147 Samples, max category conditions [35], timestep  406
2024-08-18 16:33:21.057477: Remain 147 Samples, max category conditions [35], timestep  405
2024-08-18 16:33:21.157989: Remain 147 Samples, max category conditions [35], timestep  404
2024-08-18 16:33:21.261531: Remain 147 Samples, max category conditions [35], timestep  403
2024-08-18 16:33:21.364148: Remain 147 Samples, max category conditions [35], timestep  402
2024-08-18 16:33:21.461739: Remain 147 Samples, max category conditions [35], timestep  401
2024-08-18 16:33:21.563347: Remain 147 Samples, max category conditions [35], timestep  400
2024-08-18 16:33:21.711953: Remain 147 Samples, max category conditions [35], timestep  399
2024-08-18 16:33:21.812108: Remain 147 Samples, max category conditions [35], timestep  398
2024-08-18 16:33:21.912720: Remain 147 Samples, max category conditions [35], timestep  397
2024-08-18 16:33:22.012260: Remain 147 Samples, max category conditions [35], timestep  396
2024-08-18 16:33:22.108868: Remain 147 Samples, max category conditions [35], timestep  395
2024-08-18 16:33:22.212475: Remain 147 Samples, max category conditions [35], timestep  394
2024-08-18 16:33:22.307036: Remain 147 Samples, max category conditions [35], timestep  393
2024-08-18 16:33:22.411610: Remain 147 Samples, max category conditions [35], timestep  392
2024-08-18 16:33:22.508225: Remain 147 Samples, max category conditions [35], timestep  391
2024-08-18 16:33:22.611831: Remain 147 Samples, max category conditions [35], timestep  390
2024-08-18 16:33:22.713406: Remain 147 Samples, max category conditions [35], timestep  389
2024-08-18 16:33:22.813020: Remain 147 Samples, max category conditions [35], timestep  388
2024-08-18 16:33:22.908596: Remain 147 Samples, max category conditions [35], timestep  387
2024-08-18 16:33:23.038762: Remain 147 Samples, max category conditions [35], timestep  386
2024-08-18 16:33:23.141302: Remain 147 Samples, max category conditions [35], timestep  385
2024-08-18 16:33:23.240470: Remain 147 Samples, max category conditions [35], timestep  384
2024-08-18 16:33:23.333995: Remain 147 Samples, max category conditions [35], timestep  383
2024-08-18 16:33:23.427001: Remain 147 Samples, max category conditions [35], timestep  382
2024-08-18 16:33:23.524579: Remain 147 Samples, max category conditions [35], timestep  381
